city,latitude,longitude,country,population
Nicastro,38.9833,16.3167,Italy,49325
Haripur,34,72.9341,Pakistan,49318
Mbouda,5.62,10.25,Cameroon,49313
Sillanwali,31.8261,72.5398,Pakistan,49311
Goba,7.0167,39.9833,Ethiopia,49309
Kapadvanj,23.02,73.07,India,49308
Dublin,40.1112,-83.1454,United States,49294
Edenvale,-26.1411,28.1528,South Africa,49292
Tibigan,9.95,123.9667,Philippines,49275
Stillwater,36.1317,-97.0742,United States,49269
Tuba,16.3928,120.5603,Philippines,49268
Portage,42.2,-85.5906,United States,49259
Asakura,33.4234,130.6655,Japan,49254
Higashiura,34.9771,136.9656,Japan,49252
Chong Nonsi,13.6965,100.5427,Thailand,49247
Joliette,46.0167,-73.45,Canada,49246
Kirishi,59.4497,32.0086,Russia,49235
Zargar,37.8,68.65,Tajikistan,49235
Saint-Priest,45.6964,4.9439,France,49229
Washington,39.7469,-75.0724,United States,49220
Tuodian,24.6907,101.6382,China,49218
Baicheng,41.7957,81.8715,China,49207
Santiago Papasquiaro,25.04,-105.86,Mexico,49207
New Washington,11.6483,122.4339,Philippines,49204
Cintalapa de Figueroa,16.6978,-93.7203,Mexico,49201
Santa Rita,10.5367,-71.5108,Venezuela,49194
Nebbi,2.4781,31.0889,Uganda,49191
Midori,36.3948,139.2811,Japan,49190
Tuckahoe,37.5878,-77.5858,United States,49183
Samaniego,1.3364,-77.5925,Colombia,49178
Sosnogorsk,63.5833,53.9333,Russia,49178
Leesburg,39.1057,-77.5544,United States,49171
Yong'an,31.0206,109.4587,China,49168
Qalat,32.1061,66.9069,Afghanistan,49158
Paghman,34.5833,68.95,Afghanistan,49157
Manacor,39.57,3.2089,Spain,49153
Kaedi,16.1454,-13.5036,Mauritania,49152
Mansoura,34.871,-1.3391,Algeria,49150
Notse,6.9483,1.1681,Togo,49143
Inabanga,10.0333,124.0667,Philippines,49133
Tunuyan,-33.5667,-69.0167,Argentina,49132
Ramnagar,25.2708,83.0289,India,49132
Frankenthal,49.5333,8.35,Germany,49122
Hikari,33.9619,131.9423,Japan,49100
Apizaco,19.4112,-98.1406,Mexico,49087
Bedford,32.8464,-97.135,United States,49085
Fort Pierce,27.4255,-80.3431,United States,49082
Bornheim,50.7592,7.005,Germany,49074
Karlovy Vary,50.2306,12.8725,Czechia,49073
Pio Duran,13.0293,123.445,Philippines,49070
Naugachhia,25.4,87.1,India,49069
Suoi Nghe,10.6042,107.1897,Vietnam,49065
Ardea,41.6167,12.55,Italy,49057
Kintampo,8.0523,-1.7347,Ghana,49046
Vinzons,14.1737,122.9066,Philippines,49042
Cotes de Fer,18.1833,-73,Haiti,49037
Port-Vila,-17.7333,168.3167,Vanuatu,49034
Ocoee,28.5796,-81.5332,United States,49033
Monroe,40.3191,-74.4286,United States,49032
Azusa,34.1386,-117.9124,United States,49031
Otjiwarongo,-20.4642,16.6528,Namibia,49022
Misterbianco,37.5183,15.0069,Italy,49017
Chiquinquira,5.6175,-73.8164,Colombia,49016
Hushizhuang,37.8615,115.0575,China,49014
Aguadulce,8.24,-80.54,Panama,49005
Nizampur,21.1117,74.33,India,49004
Farajok,3.8724,32.4792,South Sudan,49000
Song Doc,9.0467,104.8306,Vietnam,49000
Cotui,19.06,-70.15,Dominican Republic,48998
Jaggisettigudem,17.1167,81.3,India,48994
Bat Trang,20.9833,105.9167,Vietnam,48987
Changyon,38.2464,125.1081,"Korea, North",48984
Bom Conselho,-9.17,-36.68,Brazil,48975
Suwa,36.0392,138.114,Japan,48972
Eltham,51.451,0.052,United Kingdom,48964
Fouka,36.6667,2.75,Algeria,48959
Suresnes,48.8711,2.2269,France,48956
Luoyan,24.9761,108.1912,China,48949
Santiago,-29.1917,-54.8672,Brazil,48938
Karvina,49.8542,18.5428,Czechia,48937
Rimouski,48.45,-68.53,Canada,48935
Turayf,31.6668,38.664,Saudi Arabia,48929
Al Mayadin,35.0208,40.4533,Syria,48922
Valle Hermoso,25.6736,-97.8144,Mexico,48918
Courtenay,49.6878,-124.9944,Canada,48917
Alcala,15.8429,120.5238,Philippines,48908
`Akko,32.9261,35.0839,Israel,48900
Kangar,6.4333,100.2,Malaysia,48898
Cedar Hill,32.581,-96.9591,United States,48879
Biloxi,30.4426,-88.9514,United States,48861
Nomimachi,36.447,136.5541,Japan,48860
Couva,10.4167,-61.45,Trinidad and Tobago,48858
Hampstead,51.5541,-0.1744,United Kingdom,48858
Godda,24.827,87.2125,India,48850
San Rafael,10.0689,-84.4258,Costa Rica,48848
Telerghma,36.1153,6.3642,Algeria,48846
Empoli,43.7167,10.95,Italy,48844
Tajura',32.8819,13.34,Libya,48836
Chahar Dangeh,35.8389,50.8481,Iran,48828
Euclid,41.5903,-81.5188,United States,48823
Vertientes,21.2569,-78.1492,Cuba,48821
Yonglonghe,30.773,112.833,China,48817
Waalwijk,51.6825,5.0694,Netherlands,48815
Sogod,10.3833,124.9833,Philippines,48815
Shimotsucho-kominami,34.1257,135.1722,Japan,48811
Kingisepp,59.3667,28.6,Russia,48807
Ain Fakroun,35.9667,6.8667,Algeria,48804
Cacongo,-5.2217,12.1424,Angola,48801
Mailiao,23.75,120.25,Taiwan,48800
Chikugo,33.2122,130.5021,Japan,48794
Pilar,11.4878,122.9956,Philippines,48789
Svobodnyy,51.3833,128.1333,Russia,48789
Jales,-20.2689,-50.5458,Brazil,48776
Nikaweratiya,7.7475,80.1156,Sri Lanka,48770
Ocotal,13.6319,-86.4744,Nicaragua,48765
Sanare,9.7822,-69.7931,Venezuela,48764
El`ad,32.0523,34.9512,Israel,48763
Pimenta Bueno,-11.6725,-61.1936,Brazil,48759
Sesto Fiorentino,43.8333,11.2,Italy,48742
Tunglangan,-8.4167,115.3,Indonesia,48740
Rye,41.0075,-73.6872,United States,48734
Centenario,-38.8167,-68.1333,Argentina,48721
Poway,32.9871,-117.0201,United States,48713
Stade,53.6008,9.4764,Germany,48708
Kifisia,38.0833,23.8167,Greece,48700
Mahayag,8.1297,123.4383,Philippines,48695
Cavaillon,18.2999,-73.6546,Haiti,48687
Dongzhang,37.9351,115.0838,China,48686
Eger,47.8989,20.3747,Hungary,48686
Takahama,34.9276,136.9877,Japan,48685
Koduvalli,11.3594,75.9111,India,48678
Garmsar,35.2167,52.3333,Iran,48672
Guntakal Junction,15.1711,77.3624,India,48658
Gooty,15.12,77.63,India,48658
Mantova,45.1564,10.7911,Italy,48653
Wandan,22.5897,120.4851,Taiwan,48653
Gus'-Khrustal'nyy,55.6167,40.65,Russia,48649
Roman,46.93,26.93,Romania,48644
Barendrecht,51.85,4.5333,Netherlands,48643
Colcapirhua,-17.3908,-66.2386,Bolivia,48631
Caraballeda,10.6167,-66.85,Venezuela,48622
Zajecar,43.9042,22.2847,Serbia,48621
Bantval,12.8905,75.0349,India,48615
Angol,-37.7988,-72.7086,Chile,48608
Leiktho,19.2222,96.5811,Burma,48606
Ocoyoacac,19.25,-99.4,Mexico,48605
Orangetown,41.0527,-73.9475,United States,48605
West Orange,40.7893,-74.2628,United States,48585
Nushki,29.5556,66.0217,Pakistan,48572
Tantangan,6.619,124.7482,Philippines,48570
Torquay,50.47,-3.53,United Kingdom,48563
Sao Joaquim da Barra,-20.5808,-47.855,Brazil,48558
Omitama,36.2393,140.3526,Japan,48555
Masagua,14.2084,-90.8463,Guatemala,48552
Cwmbran,51.653,-3.021,United Kingdom,48535
Suzukawa,35.373,139.3839,Japan,48532
Gallatin,36.3782,-86.4698,United States,48532
Wauwatosa,43.0616,-88.0347,United States,48529
Nyaungu,21.2,94.9167,Burma,48528
Tubarjal,30.5,38.2167,Saudi Arabia,48525
Libertador General San Martin,-23.8,-64.7833,Argentina,48518
Alsdorf,50.8744,6.1615,Germany,48518
Begoro,6.3833,-0.3833,Ghana,48516
Liujiaxia,35.9423,103.3146,China,48505
Norala,6.52,124.661,Philippines,48499
Dumingag,8.155,123.345,Philippines,48495
Oranienburg,52.7544,13.2369,Germany,48492
San Luis Obispo,35.2669,-120.669,United States,48491
Khairabad,27.53,80.75,India,48490
'Ain Azel,35.8178,5.5111,Algeria,48487
Jasdan,22.03,71.2,India,48483
Etterbeek,50.8361,4.3861,Belgium,48473
Kawkareik,16.5556,98.24,Burma,48468
Pedreira,-22.7419,-46.9014,Brazil,48463
Mpigi,0.23,32.33,Uganda,48461
Chieti,42.3511,14.1674,Italy,48455
San Manuel,15.3318,-87.9194,Honduras,48443
Mangalapadi,12.6431,74.9194,India,48441
Saratoga Springs,40.345,-111.9154,United States,48425
Chimteppa,38.4667,68.7333,Tajikistan,48422
Mangapet,18.25,80.52,India,48420
Apatity,67.5675,33.3933,Russia,48410
Wakema,16.6,95.1833,Burma,48405
Lal-lo,18.2,121.6622,Philippines,48404
Dollard-des-Ormeaux,45.4833,-73.8167,Canada,48403
Kozlu,41.4333,31.75,Turkey,48381
Damavand,35.7178,52.065,Iran,48380
Welwyn Garden City,51.8062,-0.1932,United Kingdom,48380
Aksay,47.2667,39.8667,Russia,48372
Wilson,35.7311,-77.9284,United States,48370
Waterford,52.2583,-7.119,Ireland,48369
Kabasalan,7.7968,122.7627,Philippines,48366
Horsholm,55.8786,12.4992,Denmark,48349
Landau,49.1994,8.1231,Germany,48341
Collegno,45.0775,7.5724,Italy,48340
Kokkola,63.8376,23.132,Finland,48338
Kalima,-2.5667,26.6167,Congo (Kinshasa),48337
Dachau,48.2603,11.4342,Germany,48337
San Pedro Mixtepec,15.95,-97.05,Mexico,48336
Bangued,17.5965,120.6179,Philippines,48331
West Molesey,51.4,-0.3667,United Kingdom,48326
IJmuiden,52.4586,4.6194,Netherlands,48320
Mandeville,18.0333,-77.5,Jamaica,48317
Upper Buchanan,5.9095,-10.0624,Liberia,48315
Antelope,38.7153,-121.361,United States,48301
Levakant,37.8667,68.9167,Tajikistan,48300
Martigues,43.4053,5.0475,France,48298
Vite,17.2711,74.5378,India,48289
Lidingo,59.363,18.151,Sweden,48277
Jiashizhuangcun,37.8683,114.9478,China,48274
Nong Khai,17.8842,102.7467,Thailand,48274
Marinilla,6.1744,-75.3389,Colombia,48258
Ishigaki,24.3445,124.1852,Japan,48258
Douar Laouamra,31.8,-8.7167,Morocco,48253
Soest,51.5711,8.1092,Germany,48250
Berastagi,3.1833,98.5167,Indonesia,48244
Chhagalnaiya,23.0333,91.5167,Bangladesh,48243
Gava,41.3072,2.0039,Spain,48243
Titao,13.7667,-2.0736,Burkina Faso,48242
Alcira,39.15,-0.435,Spain,48236
Morden,51.4015,-0.1949,United Kingdom,48233
Dongshan,22.0635,112.8322,China,48229
Esplugas de Llobregat,41.3767,2.0858,Spain,48221
Joshimath,30.555,79.565,India,48202
Homnabad,17.7707,77.1252,India,48202
Sanmu,35.6029,140.4135,Japan,48196
Qulicun,22.565,107.8022,China,48195
Vincennes,48.8478,2.4392,France,48193
Hennef,50.7833,7.2833,Germany,48190
Yamaga,33.0167,130.6913,Japan,48181
Smethwick,52.4931,-1.9686,United Kingdom,48180
Evesham,39.8605,-74.8947,United States,48179
Qasbat Tadla,32.6,-6.26,Morocco,48172
Hagere Hiywet,8.9833,37.85,Ethiopia,48171
Sao Bento,-2.6958,-44.8208,Brazil,48166
Gualeguay,-33.15,-59.3167,Argentina,48163
Oro Valley,32.4208,-110.9767,United States,48162
Florida,-34.5167,-58.5,Argentina,48158
Agustin Codazzi,10.0367,-73.2369,Colombia,48157
Playas,-2.63,-80.39,Ecuador,48156
Gumia,23.7975,85.8252,India,48141
Aziylal,31.96,-6.56,Morocco,48138
Helsingor,56.036,12.6106,Denmark,48134
Odiongan,12.4,122,Philippines,48133
Farah,32.3436,62.1194,Afghanistan,48132
University,28.0771,-82.4335,United States,48127
Shenze,38.1831,115.2037,China,48121
Kirkcaldy,56.1107,-3.1674,United Kingdom,48108
Ciudad Fernandez,21.98,-100.23,Mexico,48106
El Tambo,2.4514,-76.8108,Colombia,48094
Faya,17.93,19.1031,Chad,48090
Bokaro,23.7871,85.9564,India,48086
Goose Creek,32.9927,-80.0055,United States,48078
Egg Harbor,39.3787,-74.6102,United States,48073
Ami,36.0308,140.2148,Japan,48072
Zhigulevsk,53.4,49.5,Russia,48070
Durham,54.7761,-1.5733,United Kingdom,48069
Dornbirn,47.4167,9.75,Austria,48067
Henrietta,43.0555,-77.6413,United States,48065
Gllogovc,42.6283,20.8939,Kosovo,48054
Tam Phuoc,10.4608,107.2367,Vietnam,48048
Scafati,40.7536,14.5253,Italy,48045
Poprad,49.05,20.3,Slovakia,48034
Nettuno,41.4667,12.6667,Italy,48033
Bocaiuva,-17.1078,-43.815,Brazil,48032
Colonia del Sol,22.9125,-109.9208,Mexico,48032
Aquidauana,-20.4711,-55.7872,Brazil,48029
Kanye,-24.9833,25.35,Botswana,48028
Sharqpur Sharif,31.4622,74.0978,Pakistan,48019
Mairena del Aljarafe,37.3444,-6.0653,Spain,48017
Lower Tungawan,7.6047,122.4228,Philippines,48013
Banisilan,7.5062,124.6947,Philippines,48013
Monopoli,40.95,17.3,Italy,48004
Slonim,53.0833,25.3167,Belarus,48001
Buta,2.7858,24.73,Congo (Kinshasa),48000
Santangpai,27.4009,111.9941,China,48000
Xinghuasi,32.7641,111.7038,China,48000
Liutuancun,36.9372,119.388,China,48000
Navapur,21.15,73.8,India,48000
Nangal Township,31.37,76.38,India,48000
Soyagaon,20.5514,74.5072,India,48000
Tunduru,-11.0667,37.35,Tanzania,48000
Ena,35.4492,137.4128,Japan,47999
Lesnoy,58.6333,59.7833,Russia,47994
Yongping,37.0103,109.8243,China,47990
Niagara Falls,43.0921,-79.0147,United States,47987
Cuetzalan,20.0333,-97.5,Mexico,47983
Kasuya,33.6108,130.4806,Japan,47981
Talukkara,10.95,75.9097,India,47976
Iwakura,35.2794,136.8714,Japan,47975
Lilh,32.69,75.66,India,47973
Basoko,1.2333,23.6,Congo (Kinshasa),47970
Nguekhokh,14.5088,-17.0027,Senegal,47964
Middletown,41.5476,-72.6549,United States,47958
North Highlands,38.6713,-121.3721,United States,47957
Antiguo Cuscatlan,13.6733,-89.2416,El Salvador,47956
Hoskote,13.0721,77.7892,India,47946
Barras,-4.2469,-42.2958,Brazil,47938
Clondalkin,53.3187,-6.4092,Ireland,47938
Dulmen,51.8308,7.2783,Germany,47937
Ariyalur,11.1333,79.0833,India,47922
Sadaseopet,17.6167,77.95,India,47920
Birendranagar,28.6,81.6333,Nepal,47914
Ribnita,47.7664,29.0006,Moldova,47900
Vila Verde,41.6484,-8.4367,Portugal,47888
Palayan City,15.5422,121.0844,Philippines,47883
Dyero,12.8292,-6.4964,Mali,47876
Winter Garden,28.5421,-81.5967,United States,47872
Cerritos,33.8678,-118.0686,United States,47867
Huntsville,30.7009,-95.5567,United States,47864
Baguanos,20.7521,-76.0262,Cuba,47851
Jalandhar Cantonment,31.2942,75.6197,India,47845
Cornwall,45.0275,-74.74,Canada,47845
Athni,16.72,75.06,India,47842
La Reja,-34.6394,-58.8283,Argentina,47839
Targovishte,43.25,26.583,Bulgaria,47823
Monte Carmelo,-18.7288,-47.4952,Brazil,47809
Aja,30.9416,31.2904,Egypt,47796
Minot,48.2375,-101.278,United States,47791
Monte Santo,-10.4378,-39.3328,Brazil,47780
Luwuk,-0.9525,122.7883,Indonesia,47778
Victoriaville,46.05,-71.9667,Canada,47760
Diamniadio,14.7199,-17.1842,Senegal,47759
Glenview,42.0825,-87.8214,United States,47752
Bhatkal,13.9853,74.5553,India,47748
Higashine,38.4313,140.3911,Japan,47747
Al Majma`ah,25.9039,45.3456,Saudi Arabia,47743
Lowestoft,52.48,1.75,United Kingdom,47726
Oamishirasato,35.5217,140.321,Japan,47722
Tremembe,-22.9583,-45.5494,Brazil,47714
Dungarpur,23.8431,73.7144,India,47706
Diamantina,-18.2489,-43.6,Brazil,47702
Perumanna,11.25,75.9,India,47700
Chandrawada,21.6525,69.6746,India,47699
Kamidani,34.1575,135.2397,Japan,47697
Zawiercie,50.4877,19.4168,Poland,47689
Ocosingo,16.9072,-92.0961,Mexico,47688
Paraty,-23.2194,-44.7147,Brazil,47668
Central Signal Village,14.5122,121.0566,Philippines,47664
Vale de Cavalos,38.65,-9.15,Portugal,47661
Queimadas,-7.3578,-35.8978,Brazil,47658
Ambatondrazaka,-17.8333,48.4167,Madagascar,47649
Pabellon de Arteaga,22.1475,-102.2783,Mexico,47646
Georgina,44.3,-79.4333,Canada,47642
Sao Benedito,-4.0489,-40.865,Brazil,47640
Tonami,36.6475,136.9621,Japan,47638
Roswell,33.373,-104.5294,United States,47638
Longchamps,-34.8596,-58.387,Argentina,47622
Gracias,14.5889,-88.5805,Honduras,47622
Ono,34.8487,134.9342,Japan,47609
Chetouane,34.9203,-1.2898,Algeria,47600
Los Banos,37.063,-120.8406,United States,47593
Poso,-1.3786,120.7624,Indonesia,47592
Hitachi-ota,36.5383,140.5309,Japan,47586
Dumka,24.27,87.25,India,47584
`Amuda,37.1042,40.93,Syria,47580
Yecun,33.7663,110.1305,China,47575
Catriel,-37.8778,-67.7917,Argentina,47569
Santos Dumont,-21.4567,-43.5525,Brazil,47561
Akonolinga,3.7783,12.25,Cameroon,47561
Chioggia,45.2189,12.2785,Italy,47559
Pampan,9.4511,-70.4758,Venezuela,47549
Aubagne,43.2908,5.5708,France,47529
Lamia,38.903,22.4426,Greece,47529
Merksem,51.2428,4.4414,Belgium,47525
Chascomus,-35.575,-58.0089,Argentina,47524
Rengam,1.8833,103.4,Malaysia,47510
Gaocheng,29.9949,100.2739,China,47500
Okaya,36.0671,138.0493,Japan,47499
Buena Vista Tomatlan,19.2102,-102.5869,Mexico,47498
Azna,33.4539,49.455,Iran,47489
Changanacheri,9.451,76.545,India,47485
Bhola,22.6833,90.65,Bangladesh,47477
Brea,33.9254,-117.8655,United States,47469
Campi Bisenzio,43.8256,11.1333,Italy,47462
Dundee,-28.1667,30.2336,South Africa,47460
Umarkhed,19.6014,77.6888,India,47458
Altos,-5.0389,-42.4608,Brazil,47453
Guajara-Mirim,-10.7828,-65.3394,Brazil,47451
Serowe,-22.3833,26.7167,Botswana,47447
Liuhu,35.5449,106.6801,China,47442
Saint-Malo,48.6494,-2.0261,France,47439
Birkat as Sab`,30.6338,31.0848,Egypt,47436
Perth,56.3958,-3.4333,United Kingdom,47430
Huichapan,20.3753,-99.6506,Mexico,47425
Zutphen,52.14,6.195,Netherlands,47423
Ucu Seles,-11.4047,14.3006,Angola,47421
Atarra,25.28,80.57,India,47419
La Vega,2.0008,-76.7778,Colombia,47417
Prescott,34.5849,-112.4473,United States,47400
Upper Bicutan,14.4978,121.0497,Philippines,47397
Nanto,36.5574,136.8755,Japan,47390
Tlalmanalco,19.2,-98.72,Mexico,47390
Melle,52.2031,8.3361,Germany,47387
Lousada,41.2833,-8.2833,Portugal,47387
Inverness,57.4778,-4.2247,United Kingdom,47380
Chenalho,16.9333,-92.5667,Mexico,47371
Penco,-36.7386,-72.9939,Chile,47367
Voluntari,44.4925,26.1914,Romania,47366
Vryheid,-27.7694,30.7914,South Africa,47365
Folkestone,51.0792,1.1794,United Kingdom,47356
Jobabo,20.9075,-77.2819,Cuba,47350
Pahrump,36.2235,-115.9974,United States,47347
Mlada Boleslav,50.4125,14.9064,Czechia,47346
Haugesund,59.4164,5.27,Norway,47346
Albuera,10.9186,124.6923,Philippines,47333
Murzuq,25.9136,13.9336,Libya,47324
Azhikkal,11.9,75.35,India,47323
Azhikkod,11.9076,75.3446,India,47323
Loum,4.7,9.73,Cameroon,47305
Talghar,43.3036,77.2408,Kazakhstan,47301
Sao Jose de Mipibu,-6.075,-35.2378,Brazil,47286
San Andres de Sotavento,9.1453,-75.5086,Colombia,47282
East Providence,41.8065,-71.3565,United States,47281
Gosen,37.7444,139.1826,Japan,47262
Denia,38.8403,0.1086,Spain,47261
Snizhne,48.0167,38.7667,Ukraine,47259
Dinguiraye,11.2906,-10.7122,Guinea,47250
Oued Sly,36.1,1.2,Algeria,47248
Vikramasingapuram,8.67,77.33,India,47241
Shuishang,23.4319,120.415,Taiwan,47239
Al Mindak,20.1833,41.2333,Saudi Arabia,47235
Esperanza,-31.4489,-60.9317,Argentina,47228
Livry-Gargan,48.9183,2.5353,France,47228
Whitney,36.1008,-115.0379,United States,47221
Blois,47.5931,1.3272,France,47219
Manapparai,10.6075,78.4253,India,47216
Kasumbalesa,-12.2656,27.7953,Congo (Kinshasa),47213
As Sa`diyah,34.1906,45.1208,Iraq,47213
Boujad,32.7741,-6.3925,Morocco,47209
Zhongtanying,40.2124,116.5844,China,47206
Mahasamund,21.1,82.1,India,47203
Tuy,14.0167,120.7333,Philippines,47199
Kikugawa,34.7578,138.0848,Japan,47194
Borgerhout,51.2133,4.4331,Belgium,47188
Douz,33.4572,9.025,Tunisia,47182
Rosny-sous-Bois,48.8731,2.4853,France,47180
La Mirada,33.9025,-118.0093,United States,47180
Lupao,15.8794,120.8994,Philippines,47175
Mentor,41.6893,-81.3362,United States,47171
Sena Madureira,-9.0658,-68.6569,Brazil,47168
La Courneuve,48.9314,2.3958,France,47167
Villa del Carbon,19.7272,-99.5083,Mexico,47151
Rivoli,45.0697,7.5177,Italy,47147
Plato,9.7925,-74.7825,Colombia,47141
Sao Mateus do Sul,-25.8739,-50.3828,Brazil,47137
South Brunswick,40.384,-74.5256,United States,47137
Takeocho-takeo,33.1938,130.0191,Japan,47136
Yabrud,33.9672,36.6572,Syria,47136
Meherpur,23.7761,88.6417,Bangladesh,47133
Sanniquellie,7.3622,-8.7061,Liberia,47129
Beavercreek,39.731,-84.0624,United States,47126
Roseville,42.5074,-82.9369,United States,47123
Sidrolandia,-20.9319,-54.9608,Brazil,47118
Capao Bonito,-24.0058,-48.3494,Brazil,47118
Cumanayagua,22.1522,-80.2011,Cuba,47118
Paderno Dugnano,45.5719,9.1692,Italy,47118
Pilar,14.6667,120.5667,Philippines,47107
Jocotepec,20.3,-103.4167,Mexico,47105
Ayungon,9.8589,123.1444,Philippines,47102
Neunkirchen,49.3448,7.1799,Germany,47097
Brive-la-Gaillarde,45.1589,1.5331,France,47095
Nancaicun,39.4753,117.0161,China,47091
Cantel,14.8112,-91.4555,Guatemala,47087
Sowme`eh Sara,37.3117,49.3219,Iran,47083
Mislata,39.4747,-0.416,Spain,47079
Mattanur,11.93,75.5725,India,47078
Campobasso,41.561,14.6684,Italy,47075
Herzogenrath,50.8667,6.1,Germany,47071
San Marcos,14.9653,-91.7958,Guatemala,47063
Qingyuan,24.5,108.6667,China,47062
San Justo,-30.7833,-60.5833,Argentina,47061
Wentzville,38.8153,-90.8669,United States,47061
Chaidari,38.0167,23.65,Greece,47051
Krasnokamsk,58.0833,55.75,Russia,47051
Dracena,-21.4825,-51.5328,Brazil,47043
Hagaribommanahalli,15.04,76.2,India,47042
Ha Tien,10.3831,104.4875,Vietnam,47039
Pallipalaiyam,11.3679,77.7435,India,47038
Corato,41.15,16.4,Italy,47033
Calimaya,19.1608,-99.6172,Mexico,47033
Founougo,11.4808,2.5322,Benin,47026
Olive Branch,34.961,-89.8469,United States,47019
Hyvinkaa,60.6306,24.8597,Finland,47015
Bruchsal,49.1333,8.6,Germany,47014
Dahutang,28.0723,112.5389,China,47000
Saranambana,-17.25,49.1833,Madagascar,47000
Al Balyana,26.2329,31.9993,Egypt,46997
Haeryong,34.9026,127.5481,"Korea, South",46994
Casalnuovo di Napoli,40.9167,14.35,Italy,46992
Liulin,36.557,109.4731,China,46991
Rancho Santa Margarita,33.6318,-117.5988,United States,46990
Santo Domingo,22.5833,-80.2383,Cuba,46984
Zhob,31.3417,69.4486,Pakistan,46976
Jitaicun,36.3533,115.3048,China,46974
Cuilapa,14.2783,-90.2992,Guatemala,46974
Hof,50.3167,11.9167,Germany,46963
Pallipram,11.075,75.9958,India,46962
Perinton,43.0781,-77.4283,United States,46961
San Benedetto del Tronto,42.9438,13.8833,Italy,46957
Nandikotkur,15.8592,78.2633,India,46953
Stepnogorsk,52.3469,71.8817,Kazakhstan,46947
Jarvenpaa,60.4722,25.0889,Finland,46944
Tomioka,36.2599,138.8899,Japan,46928
Selu,19.4551,76.4372,India,46915
Stretford,53.4466,-2.3086,United Kingdom,46910
Soest,52.1733,5.2917,Netherlands,46906
Matay,28.4189,30.7792,Egypt,46903
Newark,37.5201,-122.0307,United States,46903
Martina Franca,40.7,17.3333,Italy,46900
Campo Maior,-4.8278,-42.1686,Brazil,46893
Tumba,59.1935,17.8233,Sweden,46893
Borgne,19.85,-72.5333,Haiti,46886
Pocoes,-14.5297,-40.3653,Brazil,46879
Monze,-16.25,27.4667,Zambia,46876
Lecco,45.8533,9.3905,Italy,46871
Ap Lang Tron,9.2717,105.5108,Vietnam,46869
Bastia,42.7,9.4494,France,46867
Karangbaru,4.35,98.0333,Indonesia,46861
Isabel,10.9333,124.4333,Philippines,46858
Clermont,28.5325,-81.7208,United States,46853
Banbury,52.061,-1.336,United Kingdom,46853
Kasibu,16.3181,121.2958,Philippines,46845
Beckenham,51.408,-0.022,United Kingdom,46844
Cojutepeque,13.7217,-88.9344,El Salvador,46839
Noboribetsu,42.4656,141.0758,Japan,46838
Albstadt,48.2119,9.0239,Germany,46831
La Uruca,9.9575,-84.1327,Costa Rica,46829
Tarauaca,-8.1608,-70.7658,Brazil,46816
Yecapixtla,18.8833,-98.865,Mexico,46809
Joao Pinheiro,-17.7442,-46.1739,Brazil,46801
Nanzhuangzhen,23.721,102.8231,China,46790
Qingshiqiao,27.4949,112.5695,China,46788
Greenford,51.5299,-0.3488,United Kingdom,46787
Santiago,25.4271,-100.153,Mexico,46784
San Feliu de Llobregat,41.3833,2.0439,Spain,46781
Ayr,55.458,-4.629,United Kingdom,46780
San Jacinto de Buena Fe,-0.8932,-79.4907,Ecuador,46779
Teotihuacan,19.68,-98.87,Mexico,46779
Santa Ana Chiautempan,19.3114,-98.188,Mexico,46776
